cod_concesion,COD_CONTADOR_ACT,CALIBRE
VR,Q19GA005110C,13.0
VR,Q19GA005110C,13.0
VR,,
VR,,
VR,,
VR,J14LA732625N,13.0
VR,Q18EA019589H,13.0
VR,J14LA732571Q,13.0
VR,,
VR,,
VR,J15LA85283S,13.0
VR,J14LA732570P,13.0
VR,J13OA117597P,13.0
VR,,
VR,J17LA638898D,13.0
VR,J17LA638892X,13.0
VR,J14LA732592V,13.0
VR,J15LA851285I,13.0
VR,J15LA851307X,13.0
VR,J14LA732590T,13.0
VR,J14LA732591U,13.0
VR,J14LA732594X,13.0
VR,J15LA851284H,13.0
VR,J15LA851155Z,13.0
VR,J15LA851302S_3037437_FICT,13.0
VR,Q21EA037203A,13.0
VR,Q21EA037203A,13.0
VR,Q19GA005250W,13.0
VR,Q19GA005250W,13.0
VR,,
VR,3015784,13.0
VR,,
VR,,
VR,J15LA851029U,13.0
VR,J15LA851016P,13.0
VR,J15LA851016P,13.0
VR,Q21GA045887C,13.0
VR,,
VR,,
VR,J14LA732587Y,13.0
VR,J15LA851023O,13.0
VR,J15LA851152W,13.0
VR,J15LA851026R,13.0
VR,J15LA851153X,13.0
VR,J13OB003902K,20.0
VR,J15LA851057Y,13.0
VR,J15LA851151V,13.0
VR,J15LA851144W,13.0
VR,J15LA851032P,13.0
VR,J15LA851031O,13.0
VR,,
VR,,
VR,J15LA851087E,13.0
VR,J15LA850952Q,13.0
VR,J13OA117608B,13.0
VR,J14LA719715G,13.0
VR,J13OA117827E,13.0
VR,J13OA117602V,13.0
VR,J13OA117604X,13.0
VR,J15LA850964V,13.0
VR,,
VR,,
VR,,
VR,J15LA851223U,13.0
VR,J15LA85104O,13.0
VR,J15LA851111N,13.0
VR,J15LA851353D,13.0
VR,J15LA851414Z,13.0
VR,J15LA051359J,13.0
VR,J15LA851357H,13.0
VR,J15LA851415A,13.0
VR,J15LA851410V,13.0
VR,J15LA851354E,13.0
VR,,
VR,J15LA851413Y,13.0
VR,J15LA851412X,13.0
VR,J15LA851358I,13.0
VR,J15LA851355F,13.0
VR,J15LA851350A,13.0
VR,J15LA851352C,13.0
VR,J15LA851356G,13.0
VR,J15LA851411W,13.0
VR,J15LA851299O,13.0
VR,J15LA851297M,13.0
VR,J15LA851474L,13.0
VR,J13OA117599R,13.0
VR,J15LA850947T,13.0
VR,J15LA851041Q,13.0
VR,Q18GA037891C,13.0
VR,J15LA851178G,13.0
VR,J15LA851186G,13.0
VR,J15LA836977N,13.0
VR,J17LA638967Z,13.0
VR,Q18GA042897T,13.0
VR,Q18GA042897T,13.0
VR,Q18EA019671A,13.0
VR,J15LA851176E,13.0
VR,,
VR,,
VR,J15LA851180A,13.0
VR,,
VR,J15LA851077C,13.0
VR,J15LA851245A,13.0
VR,J15LA851246B,13.0
VR,,
VR,J15LA851043S,13.0
VR,J17LA638904K,13.0
VR,J15LA851249E,13.0
VR,J15LA851247C,13.0
VR,J15LA851240V,13.0
VR,Q21EA037152J,13.0
VR,J13OA117619E,13.0
VR,A13JE00615G,50.0
VR,J15LA851327B,13.0
VR,J15LA851398Q,13.0
VR,J15LA851326A,13.0
VR,J15LA851417C,13.0
VR,A13JE000613E,40.0
VR,J17LA639014P,13.0
VR,D12TA089716G,13.0
VR,,
VR,J15LA8503994I,13.0
VR,,
VR,J17LA638948W,13.0
VR,J17LA639005O,13.0
VR,J17LA638937T,13.0
VR,J15LA850490H,13.0
VR,J17LA638943R,13.0
VR,J15LA837095S,13.0
VR,J17LA638856T,13.0
VR,J17LA638966Y,13.0
VR,J17LA639020N,13.0
VR,J17LA638962U,13.0
VR,J17LA638888B,13.0
VR,J15LA850646J,13.0
VR,J17LA639050T,13.0
VR,J17LA638873,13.0
VR,J17LA638873,13.0
VR,J130A117600T,13.0
VR,J17LA638813I,13.0
VR,J17LA638784-U,13.0
VR,J17LA638748-Q,13.0
VR,J17LA638750K,13.0
VR,,
VR,J17LA638866V,13.0
VR,Q19GA023751F,13.0
VR,Q19GA023751F,13.0
VR,J17LA638867W,13.0
VR,A15JD000424M,13.0
VR,J15LA851462H,13.0
VR,,
VR,J13OA117605Y,13.0
VR,J13OA117617C,13.0
VR,J17LA638717J,13.0
VR,D11CA203529,13.0
VR,J17LA638981X,13.0
VR,Q19GA005011A,13.0
VR,J17LA638978C,13.0
VR,A15JD000423L,13.0
VR,J13OA117615A,13.0
VR,K20UA148256G,13.0
VR,D11CA203539S,15.0
VR,Q21EA037329Q,13.0
VR,Q18EA019550S,13.0
VR,Q18EA018508M,13.0
VR,Q18EA018504I,13.0
VR,Q18EA019548Y,13.0
VR,Q18EA019551T,13.0
VR,KEA016501,13.0
VR,Q18EA019594E,13.0
VR,Q18EA019594E,13.0
VR,Q18EA019458X,13.0
VR,E13QF052714S,50.0
VR,E13QF052714S,50.0
VR,Q18EA019361P,15.0
VR,Q21GA046058D,13.0
VR,Q18EA019358U,15.0
VR,Q18EA019372S,13.0
VR,J14LA732645R,13.0
VR,Q18EA018436N,13.0
VR,J13OA117612X,13.0
VR,Q18EA018440J,13.0
VR,J13OA117610V,13.0
VR,Q18EA019510K,13.0
VR,J13OA117625C,15.0
VR,Q21GA046031S,13.0
VR,Q18EA019533R,13.0
VR,Q18EA019409O,13.0
VR,D11CA203541M,13.0
VR,Q18GA043546D,13.0
VR,A15JC001296T,15.0
VR,A11OA044744S,13.0
VR,Q19GA005268X,13.0
VR,Q18GA043557G,13.0
VR,Q18GA043796T,13.0
VR,Q18GA043509Y,13.0
VR,Q18GA043552B,13.0
VR,Q18EA019515P,13.0
VR,Q19GA005317P,13.0
VR,Q18GA043854M,13.0
VR,Q19GA005244P,13.0
VR,Q18GA043741E,13.0
VR,E13QF052713R,50.0
VR,Q19GA005247S,13.0
VR,Q19GA005313L,13.0
VR,Q19GA005318Q,13.0
VR,Q19GA005316O,13.0
VR,Q19GA005314M,13.0
VR,K20UA148266I,13.0
VR,D10CB035378C,13.0
VR,K20UA148268K,13.0
VR,Q18EA019371R,13.0
VR,Q19GA023954O,13.0
VR,Q18GA043856O,13.0
VR,Q19GA023985V,13.0
VR,Q19GA023986W,13.0
VR,Q19GA023987X,13.0
VR,Q19GA005320K,13.0
VR,Q19GA023821C,13.0
VR,Q19GA023822D,13.0
VR,Q19GA023830D,13.0
VR,Q19GA023989Z,13.0
VR,Q19GA023852J,13.0
VR,Q19GA023853K,13.0
VR,Q19GA023856N,13.0
VR,Q19GA023859Q,13.0
VR,Q19GA004982M,13.0
VR,Q19GA004985P,13.0
VR,Q19GA005169V,13.0
VR,Q19GA004983N,13.0
VR,Q19GA024018N,13.0
VR,Q19GA005166S,13.0
VR,Q18GA043247V,13.0
VR,Q19GA024014J,13.0
VR,Q18EA019512M,13.0
VR,Q19GA023609A,13.0
VR,Q19GA023610T,13.0
VR,Q19GA023606Y,13.0
VR,Q19GA023602T,13.0
VR,J17LA639044V,13.0
VR,Q18EA019878N,13.0
VR,Q18EA019864H,13.0
VR,Q19GA023844J,13.0
VR,Q18EA019596G,13.0
VR,J13OB003906O,20.0
VR,Q20BE000283X,40.0
VR,Q18EA019590A,13.0
VR,Q19GA023847M,13.0
VR,Q18EA019830X,15.0
VR,Q18IC000055,25.0
VR,Q18EA019871G,13.0
VR,Q18IC000054,25.0
VR,Q19GA005087U,13.0
VR,Q18GA043157U,13.0
VR,Q19GA005180Q,13.0
VR,Q19GA023841G,15.0
VR,Q19GA024000D,13.0
VR,Q19GA023992U,13.0
VR,Q19GA023642B,13.0
VR,Q18GA043337V,15.0
VR,Q18GA043656I,13.0
VR,Q18GA043109M,13.0
VR,Q18GA043113L,13.0
VR,Q18GA043115K,13.0
VR,Q18GA042938L,13.0
VR,Q18GA042942H,13.0
VR,Q18GA042928J,13.0
VR,Q18GA037927X,13.0
VR,Q18GA043460Y,13.0
VR,Q18GA037888H,13.0
VR,Q18GA043107K,13.0
VR,Q18GA042905C,13.0
VR,Q18GA042904B,13.0
VR,Q18GA037818T,13.0
VR,Q18GA043149U,13.0
VR,Q18GA043150N,13.0
VR,Q18GA043154R,13.0
VR,Q18GA043151O,13.0
VR,Q18CA037821O,13.0
VR,Q18GA037919X,13.0
VR,Q18GA038067I,13.0
VR,Q18GA042858M,13.0
VR,Q21GA031189O,13.0
VR,Q21EA037218K,13.0
VR,Q21GA031190H,13.0
VR,Q21GA031193K,13.0
VR,Q21GA031184S,13.0
VR,Q21GA031185K,13.0
VR,Q21GA031197O,13.0
VR,Q21GA031175I,13.0
VR,Q18GA038089O,13.0
VR,Q21BC000442P,25.0
VR,Q19BD000382L,65.0
VR,Q21GA031107W,13.0
VR,Q18GA038034Z,13.0
VR,Q18GA043098A,13.0
VR,Q18GA043102F,13.0
VR,Q21GA031097L,13.0
VR,Q21GA031100P,13.0
VR,Q21GA046012P,13.0
VR,Q21GA046010N,13.0
VR,Q21GA046164E,13.0
VR,Q21GA046162C,13.0
VR,Q21GA046166G,13.0
VR,Q21GA046011O,13.0
VR,J15LA850936Q,13.0
VR,J14LA732665V,13.0
VR,Q18EA018444N,13.0
VR,Q19GA023278Z,13.0
VR,J15LA851373H,13.0
VR,Q18GA043639H,13.0
VR,6168344,13.0
VR,Q18GA043405R,13.0
VR,Q19GA005305L,13.0
VR,Q19GA005248T,13.0
VR,Q19GA023648H,13.0
VR,Q19GA023646F,13.0
VR,Q19GA005274V,13.0
VR,J15LA850941N,13.0
VR,Q19GA023686N,13.0
VR,Q19GA023687O,13.0
VR,Q19GA023687O,13.0
VR,J14LA732616M,13.0
VR,D12TA089666N,13.0
VR,Q18EA019396A,13.0
VR,J14LA732531L,13.0
VR,J14LA719638K,13.0
VR,Q19GA023621W,13.0
VR,J17LA638815K,13.0
VR,Q21GA031256I,13.0
VR,Q21GA031272I,13.0
VR,J15LA851300Q,13.0
VR,,
VR,J14LA732654S,13.0
VR,J14LA719675P,13.0
VR,J14LA728101J,13.0
VR,J14LA719681N,13.0
VR,J14LA719680M,13.0
VR,J14LA732493T,13.0
VR,Q19GA005285Y,13.0
VR,J14LA732647T,13.0
VR,Q18IC000060,13.0
VR,A15JD000422K,25.0
VR,Q19GA023608Z,13.0
VR,Q19GA023604V,13.0
VR,J14LA719619H,13.0
VR,J14LA732490Q,13.0
VR,J14LA732494U,13.0
VR,Q19GA005077S,13.0
VR,J14LA728109R,13.0
VR,J15LA851469O,13.0
VR,Q18GA043803B,13.0
VR,J14LA719636L,13.0
VR,J15LA851291G,13.0
VR,Q18GA037974E,13.0
VR,J14LA728103L,13.0
VR,Q19GA023821H,13.0
VR,Q21GA045804J,13.0
VR,J15LA836979P,13.0
VR,D10CB035383,20.0
VR,Q21EA037326N,13.0
VR,J15LA851216V,13.0
VR,J15LA850991X,13.0
VR,Q18GA043608A,13.0
VR,J15LA851211Q,13.0
VR,J15LA851008P,13.0
VR,Q19GA023870L,13.0
VR,J17LA638676R,13.0
VR,Q18GA043870N,13.0
VR,Q21GA046117X,13.0
VR,Q18GA043262U,13.0
VR,Q19GA043224O,13.0
VR,J15LA851021M,13.0
VR,J14LA732496W,13.0
VR,J14LA728128U,13.0
VR,Q21GA046189N,13.0
VR,D12TA089654J,13.0
VR,J15LA850990W,13.0
VR,2046106,13.0
VR,Q18GA043784P,13.0
VR,J14LA732638S,13.0
VR,Q18GA037965D,13.0
VR,C18LA220047V,13.0
VR,Q18EA019392C,13.0
VR,Q18EA019449W,13.0
VR,J15LA851441C,13.0
VR,C18LA220085B,13.0
VR,Q21GA021006W,13.0
VR,Q18EA019651W,13.0
VR,J15LA851182C,13.0
VR,Q19GA023836J,13.0
VR,,
VR,Q18EA019585O,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,Q18GA043434W,13.0
VR,,
VR,C18LA220003J,13.0
VR,,
VR,,
VR,J17LA6388162,13.0
VR,,
VR,,
VR,,
VR,J17LA638793V,13.0
VR,,
VR,,
VR,J17LA638855S,13.0
VR,,
VR,,
VR,,
VR,J17LA638869,13.0
VR,,
VR,J17LA638792U,13.0
VR,,
VR,Q21GA031215Z,13.0
VR,,
VR,J14LA719601X,13.0
VR,,
VR,Q18GA043510R,13.0
VR,,
VR,D12TA089372C,13.0
VR,J14LA732478U,13.0
VR,J15LA851163Z,13.0
VR,C18LA220113O,13.0
VR,Q19GA005223K,13.0
VR,Q18EA019427Q,13.0
VR,Q21GA046110Q,13.0
VR,Q21GA046043W,13.0
VR,J14LA732673V,13.0
VR,9431,13.0
VR,,
VR,,
VR,Q18GA043770J,13.0
VR,J14LA732488W,13.0
VR,D12TA089488N,13.0
VR,Q18EA019741X,13.0
VR,A11OA216304D,13.0
VR,Q19GA023823L,13.0
VR,J17LA638822J,13.0
VR,D12TA089746M,13.0
VR,Q18GA043609B,13.0
VR,J17LA638761N,13.0
VR,Q18GA043622Y,13.0
VR,Q19GA023971P,13.0
VR,Q21GA031183I,13.0
VR,Q18GA043112H,13.0
VR,Q21GA045925R,13.0
VR,J15LA851375J,13.0
VR,Q18EA019887O,13.0
VR,J14LA719620A,13.0
VR,Q21GA046236D,13.0
VR,Q18EA019437S,13.0
VR,,
VR,J17LA638727L,13.0
VR,Q18EA018484V,13.0
VR,8151468,13.0
VR,Q18EA019430L,13.0
VR,J15LA851460F,13.0
VR,Q21GA031094I,13.0
VR,Q18GA043658K,13.0
VR,Q19GA023732C,13.0
VR,Q18GA043038O,13.0
VR,J15LA850348C,13.0
VR,,
VR,D12TA089375F,13.0
VR,3038876,13.0
VR,Q21EA037225J,13.0
VR,J14LA719613B,13.0
VR,C18LA220042Q,13.0
VR,Q18EA019354Q,13.0
VR,J15LA851017Q,13.0
VR,J14LA719571L,13.0
VR,A11OA216172J,13.0
VR,Q19GA023647G,13.0
VR,Q21GA046108W,13.0
VR,Q21GA045769X,13.0
VR,J17LA638858V,13.0
VR,,
VR,J15LA850491L,13.0
VR,J15LA850960Q,13.0
VR,J15LA851471J,13.0
VR,Q18GA043188B,13.0
VR,,
VR,Q21GA046165F,13.0
VR,Q18GA043383L,13.0
VR,Q18EA019333L,13.0
VR,J13OA117596-O,13.0
VR,Q19GA004972K,13.0
VR,Q21EA037163M,13.0
VR,J14LA732731O,13.0
VR,J15LA837032D,13.0
VR,J17LA638714G,13.0
VR,Q18EA019755D,13.0
VR,Q22GA020976H,13.0
VR,D12TA089337Z,13.0
VR,19087548__25_MIG,25.0
VR,Q21GA045953V,13.0
VR,Q19GA004986Q,13.0
VR,J14LA719702B,13.0
VR,Q19GA023813C,13.0
VR,Q19GA023679O,13.0
VR,Q21GA046140W,13.0
VR,Q21GA031112T,13.0
VR,J15LA851368K,13.0
VR,J14LA719640F,13.0
VR,D12TA089377H,13.0
VR,G642401,13.0
VR,J17LA638802F,13.0
VR,,
VR,,
VR,Q21GA045999J,13.0
VR,J14LA732617N,13.0
VR,J14LA732735S,13.0
VR,352695,13.0
VR,Q18GA043418W,13.0
VR,D12TA089771N,13.0
VR,Q19GA023650B,13.0
VR,J14LA728144U,13.0
VR,J17LA638938U,13.0
VR,J15LA850480F,13.0
VR,Q18EA019399D,13.0
VR,J14LA732481P,13.0
VR,J14LA732483R,13.0
VR,Q21GA045972Y,13.0
VR,Q19GA023937N,13.0
VR,2092423,13.0
VR,Q19GA005235O,13.0
VR,Q18EA018435M,13.0
VR,J15LA851489S,13.0
VR,J14LA732657V,13.0
VR,Q18GA038003S,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,J15LA850935P,13.0
VR,C18LA220048W,13.0
VR,J14LA719692Q,13.0
VR,Q180C000058Q,20.0
VR,Q19GA005075Q,13.0
VR,J14LA732599C,13.0
VR,Q18EA019388A,13.0
VR,D12TA89350W,13.0
VR,Q18GA042886Q,13.0
VR,Q18GA042886Q,13.0
VR,J15LA850508A,13.0
VR,J15LA850641E,13.0
VR,,
VR,J14LA728120M,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,Q18GA043821D,13.0
VR,J15LA851380G,13.0
VR,3077627,13.0
VR,Q18GA043768P,13.0
VR,J14LA732457P,13.0
VR,C18LA220046U,13.0
VR,J17LA638671M,13.0
VR,J17LA638667Q,20.0
VR,J17LA638664N,20.0
VR,Q21GA045796A,13.0
VR,J17LA638781R,13.0
VR,C18LA220049X,13.0
VR,C18LA220074V,13.0
VR,J17LA638827O,13.0
VR,Q18GA043380Z,13.0
VR,J17LA638669S,20.0
VR,J17LA6386650,20.0
VR,Q18EA019351N,13.0
VR,2119727,13.0
VR,2119721,13.0
VR,2119728,13.0
VR,2119722,13.0
VR,2119723,13.0
VR,Q18GA043693N,13.0
VR,2119720,13.0
VR,J15LA851027S,13.0
VR,2119730,13.0
VR,2119714,13.0
VR,2119719,13.0
VR,2119725,13.0
VR,,
VR,Q21EA037183Q,13.0
VR,Q19GA023914G,13.0
VR,J17LA638838R,13.0
VR,Q19GA023973R,13.0
VR,Q18EA019862F,13.0
VR,,
VR,J17LA638777V,20.0
VR,D10CA453977M,13.0
VR,J17LA638695U,20.0
VR,J130B003901J,20.0
VR,Q18GA043454A,13.0
VR,D12TA089314S,13.0
VR,D12LA037569U,13.0
VR,J15LA837083O,13.0
VR,,
VR,,
VR,,
VR,,
VR,D12TA089664L,13.0
VR,,
VR,Q19GA043223N,13.0
VR,10SD113573G,30.0
VR,J14LA732467R,13.0
VR,J17LA638779X,13.0
VR,J15LA851218X,13.0
VR,Q18GA043763K,13.0
VR,J15LA851156A,13.0
VR,Q18GA043688Q,13.0
VR,D12TA089844N,13.0
VR,A15JL001297U,25.0
VR,Q18GA043690K,13.0
VR,Q18GA043689R,13.0
VR,3029375,13.0
VR,Q18EA019520M,13.0
VR,Q18EA019715V,13.0
VR,Q18GA037935X,13.0
VR,J17LA638763P,13.0
VR,Q21GA021010S,13.0
VR,Q18EA019708W,13.0
VR,Q18GA043718F,13.0
VR,Q18EA018452N,13.0
VR,J14LA719657N,13.0
VR,Q21GA046064B,13.0
VR,J17LA639048Z,13.0
VR,Q18EA018512I,13.0
VR,J15LA837096T_997613_FICT,13.0
VR,,
VR,J17LA639034T,13.0
VR,J17LA639039V,13.0
VR,Q18EA019716W,13.0
VR,C18LA220002I,13.0
VR,J17LA638769V,13.0
VR,Q19GA023972K,13.0
VR,J17LA638771P,13.0
VR,J15LA837097U,13.0
VR,Q18GA023835I,13.0
VR,A11OA130009F,13.0
VR,Q18GA037893E,13.0
VR,J14LA732511E,13.0
VR,Q18GA043490E,13.0
VR,,
VR,Q18EA019593D,13.0
VR,Q19GA023815E,13.0
VR,J15LA851329D,13.0
VR,C18LA220083,13.0
VR,Q18GA043665J,13.0
VR,J17LA6388862,13.0
VR,Q21EA037235L,13.0
VR,Q18GA043518Z,13.0
VR,Q18EA019866J,13.0
VR,J14LA732687B,13.0
VR,J15LA850403S,13.0
VR,J15LA851453G,13.0
VR,J15LA851509F,13.0
VR,J17LA638829Q,13.0
VR,J15LA851100K,13.0
VR,J14LA732518L,13.0
VR,J17LA639041S,13.0
VR,J14LA719639L,13.0
VR,Q21GA046115V,13.0
VR,Q19GA005037K,13.0
VR,Q18GA043572F,13.0
VR,Q18EA019785J,13.0
VR,Q18GA043612W,13.0
VR,Q21GA045950S,13.0
VR,J15LA851442D,13.0
VR,J15LA850704C,13.0
VR,Q21GA045785X,13.0
VR,J15LA851007O,13.0
VR,Q18GA043071P,13.0
VR,Q18GA043071P,13.0
VR,,
VR,Q21GA046150Y,13.0
VR,Q19GA023878T,13.0
VR,Q18GA043368D,13.0
VR,Q19GA023802Z,13.0
VR,Q19GA005215K,13.0
VR,J15LA851078D,13.0
VR,Q18GA042985S,13.0
VR,Q18GA043050K,13.0
VR,10E2013097T,20.0
VR,Q18GA043642C,13.0
VR,Q21GA045902K,13.0
VR,J15LA851362E,13.0
VR,Q18EA018437O,13.0
VR,Q18EA018437O,13.0
VR,J17LA638768U,13.0
VR,Q18GA037929Z,13.0
VR,J15LA851231U,13.0
VR,Q18EA019466,13.0
VR,Q19GA023626B,13.0
VR,J14LA728108Q,13.0
VR,J17LA639038X,13.0
VR,J15LA851430Z,13.0
VR,Q19GA005170O,13.0
VR,J15LA851525F,13.0
VR,Q18GA043571E,13.0
VR,J17LA638782S,13.0
VR,Q19GA023731B,13.0
VR,J15LA850939T,13.0
VR,Q21GA045876Z,13.0
VR,J14LA728106O,13.0
VR,,
VR,Q18GA043860K,13.0
VR,Q18EA019605Q,13.0
VR,J17LA638766S,13.0
VR,Q18EA019710Q,13.0
VR,,
VR,Q19GA005026H,13.0
VR,Q19GA005129N,13.0
VR,Q19GA005213I,13.0
VR,Q18GA043795S,13.0
VR,Q18EA019674D,13.0
VR,Q18GA043305O,13.0
VR,Q18EA019436R,13.0
VR,Q18GA038011S,13.0
VR,J14LA732739W,13.0
VR,J14LA728129V,13.0
VR,Q21GA045954W,13.0
VR,Q18GA043189C,13.0
VR,Q19GA023955P,13.0
VR,Q19GA023955P,13.0
VR,Q18EA019447U,13.0
VR,Q19GA023784O,13.0
VR,1301,13.0
VR,J14LA732545O,13.0
VR,Q21EA037250K,13.0
VR,Q18EA019754C,13.0
VR,J14LA732720L,13.0
VR,Q19GA005108I,13.0
VR,Q18GA043834I,13.0
VR,J17LA638933P,13.0
VR,Q18GA043808G,13.0
VR,Q18GA043807F,13.0
VR,Q19GA005008F,13.0
VR,Q19GA005198A,13.0
VR,Q21GA045916Q,13.0
VR,Q19GA023619C,13.0
VR,Q18GA043507W,25.0
VR,Q18EA019446T,13.0
VR,J17LA638683Q,13.0
VR,95357414,13.0
VR,Q18GA043687P,13.0
VR,Q19GA023998A,13.0
VR,D12TA089667O,13.0
VR,K20UA148252C,13.0
VR,J14LA719614C,13.0
VR,D03UG0565749,65.0
VR,J14LA728110K,13.0
VR,J15LA850937R,13.0
VR,J12OA023435Y,13.0
VR,Q18GA043169Y,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,J17LA638737,13.0
VR,Q19GA023890P,13.0
VR,J14LA728100L,13.0
VR,Q21GA046969D,13.0
VR,C18LA220018Q,13.0
VR,C18LA220016O,13.0
VR,C18LA220011J,13.0
VR,J14LA719674O,13.0
VR,Q21GA031123W,13.0
VR,J14LA732540J,13.0
VR,Q18EA019782G,13.0
VR,Q21GA031291L,13.0
VR,J14LA719603Z,13.0
VR,Q19GA023572E,13.0
VR,Q18EA019660X,13.0
VR,Q21GA046124W,13.0
VR,Q21GA046230X,13.0
VR,Q21GA046000L,13.0
VR,Q19GA023902C,13.0
VR,Q19GA023583H,13.0
VR,J14LA719703C,13.0
VR,Q18GA043147S,13.0
VR,J17LA638949X,13.0
VR,J14LA728174A,13.0
VR,J15LA851215V,13.0
VR,Q18EA019599J,13.0
VR,Q22GA020978J,13.0
VR,Q21GA031137C,13.0
VR,Q18EA019482X,13.0
VR,,
VR,,
VR,Q18EA019500I,13.0
VR,J14LA719616E,13.0
VR,Q19GA005179X,13.0
VR,Q19GA023552A,13.0
VR,Q18GA043493H,13.0
VR,D12TA089380C,13.0
VR,Q18GA037825S,13.0
VR,J15LA837093Q,13.0
VR,Q18EA019731V,13.0
VR,J12OA02335V,13.0
VR,Q18EA019638Z,13.0
VR,Q18EA019798O,13.0
VR,Q18GA037975F,13.0
VR,Q19GA005078T,13.0
VR,J14LA728107P,13.0
VR,Q18EA019438T,13.0
VR,Q18GA038012T,13.0
VR,Q18GA043581G,13.0
VR,J15LA850409Y,13.0
VR,Q18GA043846M,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,Q18EA019650V,13.0
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,,
VR,D12TA089798Y,13.0
VR,D12TA089792S,13.0
VR,Q19GA005208L,13.0
VR,J15LA830992M,13.0
VR,J15LA851196L,13.0
VR,Q18EA019434P,13.0
VR,J15LA851365H,13.0
VR,J17LA638914M,13.0
VR,J14LA728102K,13.0
VR,D12TA089426Z,13.0
VR,J17LA638724I,13.0
VR,J14LA732562P,13.0
VR,Q18GA043101,13.0
VR,D12TA089621A,13.0
VR,J15LA851446H,13.0
VR,J17LA639000J,13.0
VR,J15LA851432B,13.0
VR,,
VR,Q19GA005046L,13.0
VR,J17LA638987D,13.0
VR,J17LA638984A,13.0
VR,Q18GA043887V,13.0
VR,J17LA638770O,13.0
VR,C18LA220043R,13.0
VR,J17LA639040R,13.0
VR,J17LA638765R,13.0
VR,Q21EA037160J,13.0
VR,Q21GA045822L,13.0
VR,Q18EA019787L,13.0
VR,J17LA638837Q,13.0
VR,J15LA851521B,13.0
VR,J17LA638999H,13.0
VR,Q19GA023776O,13.0
VR,J15LA851457K,13.0
VR,Q19GA005016F,13.0
VR,Q19GA005014D,13.0
VR,Q18GA043125M,13.0
VR,Q18EA019384W,13.0
VR,J17LA638817M,13.0
VR,J17LA638839S,13.0
VR,Q18GA043166Y,13.0
VR,J17LA638851O,13.0
VR,Q18GA043661F,13.0
VR,Q21GA046158G,13.0
VR,J17LA638723H,13.0
VR,J17LA638841M,13.0
VR,J17LA638764Q,13.0
VR,J15LA851030N,13.0
VR,J15LA8503532,13.0
VR,J14LA719742J,13.0
VR,J17LA638905L,13.0
VR,Q18GA043590H,13.0
VR,J17LA638985B,13.0
VR,Q21GA037143I,13.0
VR,Q19GA004914A,13.0
VR,J17LA639017S,13.0
VR,J15LA851424B,13.0
VR,Q18GA04389W,13.0
VR,D12TA089661I,13.0
VR,Q18GA043219R,13.0
VR,Q18EA019448V,13.0
VR,J17LA638900D,13.0
VR,J17LA638795X,13.0
VR,J17LA638767T,13.0
VR,J14LA732495V,13.0
VR,Q18EA019662Z,13.0
VR,D12TA089562G,13.0
VR,J17LA638772Q,13.0
VR,J15LA851273E,13.0
VR,Q18GA038076J,13.0
VR,Q21GA045988G,13.0
VR,J15LA851134V,13.0
VR,Q18GA043077V,13.0
VR,J14LA719744L,13.0
VR,Q18GA043551A,13.0
VR,Q18GA043350T,13.0
VR,Q18EA019792I,13.0
VR,Q18EA019792I,13.0
VR,Q18GA043290V,13.0
VR,Q18GA043364L,13.0
VR,Q18GA043360V,13.0
VR,C18LA220001H,13.0
VR,J17LA638728M,13.0
VR,Q19GA005307,13.0
VR,4144651,13.0
VR,Q18EA019632T,13.0
VR,Q18GA043889X,13.0
VR,,
VR,,
VR,Q18GA042857L,13.0
VR,,
VR,,
VR,J14LA728151T,13.0
VR,,
VR,Q18EA019423M,13.0
VR,J17LA638921L,13.0
VR,4W1371,50.0
VR,D04UG0719998,65.0
VR,D12TA089594O,13.0
VR,Q18GA043549G,13.0
VR,Q21GA046193J,13.0
VR,Q21GA046195L,13.0
VR,Q18EA019704S,13.0
VR,Q18EA019705T,13.0
VR,Q18EA019706U,13.0
VR,Q18EA019711R,13.0
VR,Q18GA037959F,13.0
VR,J15LA850996C,13.0
VR,J15LA851335B,13.0
VR,J15LA850995B,13.0
VR,1206566,13.0
VR,Q21GA046175H,13.0
VR,J17LA638986C,13.0
VR,J14LA719766R,13.0
VR,J15LA851054V,13.0
VR,Q18GA043358B,13.0
VR,Q19GA023950K,13.0
VR,Q19GA023614X,13.0
VR,Q18GA043486I,13.0
VR,2122217,13.0
VR,J17LA638852P,13.0
VR,J15LA837075O,13.0
VR,Q18EA019394Y,13.0
VR,,
VR,J15LA851168E,13.0
VR,J17LA638760M,13.0
VR,Q18GA043274Y,13.0
VR,,
VR,Q18EA019802T,13.0
VR,,
VR,J14LA719759S,13.0
VR,Q18EA019709X,13.0
VR,A13JE000614F,40.0
VR,Q19GA005506L,13.0
VR,Q18GA043736H,13.0
VR,Q18GA043268A,13.0
VR,Q19GA005194W,13.0
